"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014808","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","9/1233","44/18860",0.204545454545455,3.12873258128733,3.73882776918749,0.00187349988059335,0.0173802648946483,0.0132516874617388,"ATP1A2/DMD/GSTM2/RYR3/CCR5/JPH2/ANK2/PLN/AKAP6",9
"GO:0007611","GO:0007611","learning or memory","32/1233","284/18860",0.112676056338028,1.72349588202369,3.24915776026953,0.00187614736033536,0.0173802648946483,0.0132516874617388,"NTRK2/ATP1A2/PTN/RELN/KIT/PTPRZ1/FOXP2/CSMD1/PLCB1/KCNAB1/DNAH11/KCNK2/SLC17A7/NTF4/SCN2A/SLC2A4/CNTNAP2/SLC7A11/CAMK4/TIFAB/PRNP/S100B/RASGRF1/RAPGEF3/MME/ARC/EGFR/LCN2/MEIS2/GATM/ADGRF1/PLN",32
"GO:0008645","GO:0008645","hexose transmembrane transport","17/1233","119/18860",0.142857142857143,2.18514656470861,3.43005298417764,0.00187645899757712,0.0173802648946483,0.0132516874617388,"PIK3R1/GPC3/SORBS1/IRS1/SLC2A6/SLC50A1/SLC25A27/ACACB/SLC2A4/KLF15/SLC26A5/PID1/SLC2A5/ASPSCR1/IGF1/SGCB/TRARG1",17
"GO:0048709","GO:0048709","oligodendrocyte differentiation","16/1233","109/18860",0.146788990825688,2.24528821327857,3.44843922049428,0.00189495671271393,0.0175122581678738,0.0133523265264734,"NTRK2/SOX10/PTN/SOX11/ID4/PTPRZ1/DAAM2/GPR17/CXCR4/GPM6B/LPAR1/CSK/TMEM98/PLP1/WASF3/GLI3",16
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","27/1233","227/18860",0.118942731277533,1.81935110453712,3.28468136353318,0.00190011405631466,0.0175122581678738,0.0133523265264734,"STAT1/LILRB4/PIK3R1/ISG15/HLA-DRB1/HMGB3/INHBA/LILRB1/LEF1/NCKAP1L/CD74/CD4/ZBTB16/MEIS1/CAMK4/C1QC/PRDM16/MTURN/H4C13/CD101/IRF7/LRRC17/MYC/MEIS2/HOXA5/MIR145/TYROBP",27
"GO:0043369","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","8/1233","36/18860",0.222222222222222,3.39911687843561,3.81064389423719,0.00190314872315007,0.0175122581678738,0.0133523265264734,"JAK3/IL12RB1/SLAMF6/FOXP3/IL6ST/SPN/IRF4/LY9",8
"GO:0051347","GO:0051347","positive regulation of transferase activity","21/1233","161/18860",0.130434782608696,1.99513381995134,3.35379798637179,0.00190350632259498,0.0175122581678738,0.0133523265264734,"NRG1/HLA-DRB1/FGF2/PTPRC/EZH2/CLSPN/LCP2/TPX2/CD74/CD4/MST1R/UBE2C/PLK1/CDC20/ARRDC3/KIF14/CHTF18/CIMAP3/IGF1/ECT2/CARD10",21
"GO:0045069","GO:0045069","regulation of viral genome replication","13/1233","80/18860",0.1625,2.48560421735604,3.52169701673212,0.00195174403634276,0.0179229717073391,0.0136654775339114,"CCL5/OAS3/OAS2/ISG15/OAS1/RSAD2/OASL/ISG20/BST2/ADAR/MX1/APOBEC3G/TOP2A",13
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","23/1233","183/18860",0.12568306010929,1.92245134927916,3.31640164747331,0.00195469749895533,0.0179229717073391,0.0136654775339114,"LILRB4/NDRG2/CAV1/PTPRC/PTPN6/FOXM1/PER1/IGF1R/SEMA6A/CSK/AGT/CNKSR3/DSG3/LAX1/RASGRF1/TBC1D10C/SPRY4/MYC/IGF1/DUSP1/CD300A/GBP1/DACT1",23
"GO:0003254","GO:0003254","regulation of membrane depolarization","10/1233","53/18860",0.188679245283019,2.88604263263401,3.63648117958573,0.00202981186757798,0.0184190289829781,0.0140436993860947,"FHL1/IFI6/CACNA1G/DCN/PARP1/HSH2D/HCN2/ABCD1/SCN2B/NEDD4L",10
"GO:0048546","GO:0048546","digestive tract morphogenesis","10/1233","53/18860",0.188679245283019,2.88604263263401,3.63648117958573,0.00202981186757798,0.0184190289829781,0.0140436993860947,"FGFR2/TP63/SOX10/SOX11/FGF10/PDGFRA/GLI3/EGFR/SIX2/DACT1",10
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","10/1233","53/18860",0.188679245283019,2.88604263263401,3.63648117958573,0.00202981186757798,0.0184190289829781,0.0140436993860947,"CCL5/CXCL17/CCR7/NCKAP1L/CD74/RAC2/SLAMF1/JAM3/RIPOR2/C5AR1",10
"GO:0085029","GO:0085029","extracellular matrix assembly","10/1233","53/18860",0.188679245283019,2.88604263263401,3.63648117958573,0.00202981186757798,0.0184190289829781,0.0140436993860947,"TGFBR3/TNXB/MYH11/THSD4/LTBP4/GPM6B/FBLN5/AGT/MFAP4/MIR145",10
"GO:0042692","GO:0042692","muscle cell differentiation","45/1233","441/18860",0.102040816326531,1.56081897479186,3.15181440619567,0.00203270442862854,0.0184190289829781,0.0140436993860947,"FGFR2/CXCL9/DMD/CXCL10/FGF10/NRG1/PGM5/ADAMTS5/MYH11/LMOD1/CSRP1/KIT/CD53/ADAMTS15/PDGFRA/EZH2/ALPK2/COL14A1/EDNRB/TBX18/LAMA2/WNT4/MEIS1/MYL9/CDON/ANK2/COMP/DOCK2/NID1/CAV2/CDH2/CFL2/FHOD3/LAMA1/MYC/IGF1/SGCB/RIPOR2/EHD2/TMOD1/CCNB1/RBM38/MIR145/AKAP6/G6PD",45
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"HLA-F/HLA-B/TAP2/HLA-H/HLA-A",5
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"HLA-F/HLA-B/TAP2/HLA-H/HLA-A",5
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"LILRB4/IRF1/NCKAP1L/RUNX3/SOCS1",5
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"HLA-DRB1/TRIM11/CD74/CD4/LGALS9",5
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"HLA-DRB1/TRIM11/CD74/CD4/LGALS9",5
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","5/1233","15/18860",0.333333333333333,5.09867531765342,4.19993666568995,0.00204581103793399,0.0184190289829781,0.0140436993860947,"CDKN2A/UBE2C/PLK1/CDC20/MAD2L2",5
"GO:0110053","GO:0110053","regulation of actin filament organization","31/1233","274/18860",0.113138686131387,1.73057227934952,3.22178956632362,0.00205355312176394,0.0184514915619969,0.0140684506746375,"PLEKHH2/ARHGAP6/PIK3R1/LMOD1/DAAM2/SYNPO2/SEMA5A/CORO1A/PAK3/CGNL1/CYFIP2/GSN/CCR7/NCKAP1L/LPAR1/CARMIL2/F11R/WASF3/WNT4/CYRIB/FER/COTL1/RAPGEF3/DSTN/CX3CL1/CFL2/FHOD3/CXCL12/SVIL/TMOD1/DLC1",31
"GO:0006334","GO:0006334","nucleosome assembly","17/1233","120/18860",0.141666666666667,2.1669370100027,3.39160221308283,0.00205615817552395,0.0184514915619969,0.0140684506746375,"MCM2/H3C11/H3C10/ASF1B/H1-5/H2AX/H2BC11/H4C13/H2BC13/H3C3/H3C7/H2BC17/H3C12/H2BC7/H2BC9/NAP1L2/H3C2",17
"GO:0051899","GO:0051899","membrane depolarization","15/1233","100/18860",0.15,2.29440389294404,3.43245663931283,0.00208486933309887,0.018678518378696,0.0142415486359498,"ATP1A2/CDKN2A/FHL1/IFI6/CACNA1G/CAV1/DCN/ANK2/PARP1/HSH2D/HCN2/SCN4B/ABCD1/SCN2B/NEDD4L",15
"GO:0002295","GO:0002295","T-helper cell lineage commitment","7/1233","29/18860",0.241379310344828,3.69214419554213,3.83718105188016,0.00219061279009636,0.0194712147479028,0.0148459447484635,"JAK3/IL12RB1/SLAMF6/IL6ST/SPN/IRF4/LY9",7
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","7/1233","29/18860",0.241379310344828,3.69214419554213,3.83718105188016,0.00219061279009636,0.0194712147479028,0.0148459447484635,"CD7/GATA3/SASH3/RSAD2/SLAMF1/HLA-A/SECTM1",7
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","7/1233","29/18860",0.241379310344828,3.69214419554213,3.83718105188016,0.00219061279009636,0.0194712147479028,0.0148459447484635,"TP63/PITX1/GPC3/OSR1/ALX4/ZBTB16/AFF3",7
"GO:0043304","GO:0043304","regulation of mast cell degranulation","7/1233","29/18860",0.241379310344828,3.69214419554213,3.83718105188016,0.00219061279009636,0.0194712147479028,0.0148459447484635,"CD84/RAC2/LGALS9/STXBP2/UNC13D/FCER1G/CD300A",7
"GO:0001503","GO:0001503","ossification","46/1233","455/18860",0.101098901098901,1.54641141502455,3.12039244194747,0.00219113414042896,0.0194712147479028,0.0148459447484635,"FGFR2/TP63/PTN/SPP1/SOX11/GPC3/ISG15/ID4/FGF2/OSR1/HAND2/IGSF10/IL6ST/CHRDL1/AREG/GPM6B/LEF1/CTHRC1/CBS/RUNX3/CCN4/ZBTB16/CRIM1/WNT4/MMP16/RUNX2/ADAR/COMP/SNX10/INTU/PTH1R/GLI3/TWIST2/KREMEN2/LRRC17/KL/EGFR/SIX2/TCIRG1/PTPRB/IGF1/TMT1A/MGP/CLEC3B/BAMBI/GPLD1",46
"GO:0086003","GO:0086003","cardiac muscle cell contraction","14/1233","91/18860",0.153846153846154,2.35323476199389,3.42235408552796,0.00227301136145074,0.0201660683834382,0.0153757400804439,"ATP1A2/CACNA1G/SCN7A/CAV1/GSN/SCN2A/ANK2/KCNJ5/SCN4B/NOS1AP/PLN/SCN2B/NEDD4L/SCN4A",14
"GO:0002418","GO:0002418","immune response to tumor cell","8/1233","37/18860",0.216216216216216,3.30724885469411,3.71537407433503,0.00229117123317983,0.020261504572579,0.0154485059766313,"IL4I1/GZMB/HLA-DRB1/NKG7/PRF1/PDCD1/HLA-A/CD226",8
"GO:0090183","GO:0090183","regulation of kidney development","8/1233","37/18860",0.216216216216216,3.30724885469411,3.71537407433503,0.00229117123317983,0.020261504572579,0.0154485059766313,"STAT1/GATA3/OSR1/EZH2/AGT/WNT4/SIX2/MYC",8
"GO:0035739","GO:0035739","CD4-positive, alpha-beta T cell proliferation","6/1233","22/18860",0.272727272727273,4.17164344171643,3.93667867940533,0.00231953885295268,0.0203806672248202,0.0155393622572567,"FOXP3/CD3E/CARD11/PRKCQ/LGALS9/IL2RA",6
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","6/1233","22/18860",0.272727272727273,4.17164344171643,3.93667867940533,0.00231953885295268,0.0203806672248202,0.0155393622572567,"STAT1/GATA3/GPC3/PDGFD/OSR1/MYC",6
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","6/1233","22/18860",0.272727272727273,4.17164344171643,3.93667867940533,0.00231953885295268,0.0203806672248202,0.0155393622572567,"BIRC5/UBE2C/CDC20/ESPL1/CDCA8/AURKB",6
"GO:2000561","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","6/1233","22/18860",0.272727272727273,4.17164344171643,3.93667867940533,0.00231953885295268,0.0203806672248202,0.0155393622572567,"FOXP3/CD3E/CARD11/PRKCQ/LGALS9/IL2RA",6
"GO:0046622","GO:0046622","positive regulation of organ growth","10/1233","54/18860",0.185185185185185,2.83259739869634,3.56670668767154,0.00234790677337902,0.0205639066839628,0.0156790742845437,"FGFR2/TGFBR3/NRG1/SASH3/FGF2/ERBB4/ACACB/IGF1/CCNB1/AKAP6",10
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","10/1233","54/18860",0.185185185185185,2.83259739869634,3.56670668767154,0.00234790677337902,0.0205639066839628,0.0156790742845437,"SOX10/ID4/FGF2/LRP2/WDR62/ASPM/CDON/GLI3/CX3CL1/IGF1",10
"GO:0014009","GO:0014009","glial cell proliferation","11/1233","63/18860",0.174603174603175,2.67073469019941,3.51305670965485,0.00236670439755194,0.0206624240385954,0.0157541894338847,"SOX10/SOX11/E2F1/ASCL2/AREG/LEPR/CX3CL1/IDH2/NFIB/LGI4/IL33",11
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","11/1233","63/18860",0.174603174603175,2.67073469019941,3.51305670965485,0.00236670439755194,0.0206624240385954,0.0157541894338847,"CACNA1G/SCN7A/CAV1/SCN2A/ANK2/KCNJ5/SCN4B/NOS1AP/SCN2B/NEDD4L/SCN4A",11
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","27/1233","231/18860",0.116883116883117,1.78784718930704,3.18643361424486,0.00244147393079734,0.021281255250294,0.0162260210117524,"GBP5/CAV1/HLA-DRB1/CR2/CCR5/CXCR4/TRIM11/LRRC15/CD74/BST2/CD4/SLAMF1/SELPLG/F11R/CD80/SLC52A2/ITGA2/KPNA2/MYD88/ICAM1/LGALS9/CAV2/CD86/TNFRSF4/AGTR1/EGFR/CTSB",27
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","17/1233","122/18860",0.139344262295082,2.13141345246168,3.31582271620809,0.00245898638031493,0.0213998274178759,0.0163164270737992,"PIK3R1/GPC3/SORBS1/IRS1/SLC2A6/SLC50A1/SLC25A27/ACACB/SLC2A4/KLF15/SLC26A5/PID1/SLC2A5/ASPSCR1/IGF1/SGCB/TRARG1",17
"GO:0007596","GO:0007596","blood coagulation","28/1233","243/18860",0.11522633744856,1.76250504807773,3.16404518513648,0.00252863481974221,0.0219710269893156,0.0167519416211827,"MMRN1/TFPI/CSRP1/CAV1/PROS1/SVEP1/PDGFRA/PLAUR/PTPN6/LCK/IL6ST/F10/PLAT/F11R/FERMT3/ANGPT4/ITGA2/SLC7A11/F5/MYL9/PRRG3/COMP/CYP4F11/PRKCQ/PDGFA/PLAU/VAV1/FCER1G",28
"GO:0007051","GO:0007051","spindle organization","25/1233","209/18860",0.119617224880383,1.82966817619142,3.18990816599481,0.00253763092846695,0.0220142499246087,0.0167848972080598,"MYBL2/TACC3/CEP126/BIRC5/KIF4A/STIL/POC1A/TPX2/WDR62/UHRF1/PLK1/KIFC1/CDC20/ESPL1/ASPM/STARD9/SAC3D1/KIF23/CDCA8/NDC80/PLK5/RIPOR2/AURKB/CCNB2/CCNB1",25
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","31/1233","278/18860",0.111510791366906,1.70567195878334,3.13495056363889,0.0025707454719856,0.022266235306407,0.0169770249773866,"FGFR2/SOX10/FGF10/GPC3/CAV1/FGF2/DAAM2/IGFBP6/SEMA5A/WLS/RSPO1/RECK/TCF7L2/PTPRO/RBMS3/CTHRC1/TBX18/DKK2/DKK3/ASPM/CDON/SHISA6/MAD2L2/GLI3/CDH2/ADGRA2/EGFR/MCC/BAMBI/MIR145/DACT1",31
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","9/1233","46/18860",0.195652173913043,2.99270072992701,3.57875602495103,0.00258907488450632,0.0223190486894293,0.0170172928587941,"HLA-F/CD84/NCKAP1L/RAC2/LGALS9/STXBP2/UNC13D/FCER1G/CD300A",9
"GO:0048483","GO:0048483","autonomic nervous system development","9/1233","46/18860",0.195652173913043,2.99270072992701,3.57875602495103,0.00258907488450632,0.0223190486894293,0.0170172928587941,"TP63/SOX10/SOX11/GATA3/HAND2/EDNRB/PLXNA3/PLXNA4/HOXB2",9
"GO:1903514","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","9/1233","46/18860",0.195652173913043,2.99270072992701,3.57875602495103,0.00258907488450632,0.0223190486894293,0.0170172928587941,"ATP1A2/DMD/GSTM2/RYR3/CCR5/JPH2/ANK2/PLN/AKAP6",9
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","11/1233","64/18860",0.171875,2.62900446066504,3.45248029593428,0.00269253617052688,0.0230983745718382,0.0176114945632634,"CXCL9/CXCL10/ADAMTS5/CD53/ADAMTS15/CDON/DOCK2/RAPGEF3/RIPOR2/EHD2/TYROBP",11
"GO:0140253","GO:0140253","cell-cell fusion","11/1233","64/18860",0.171875,2.62900446066504,3.45248029593428,0.00269253617052688,0.0230983745718382,0.0176114945632634,"CXCL9/CXCL10/ADAMTS5/CD53/ADAMTS15/CDON/DOCK2/RAPGEF3/RIPOR2/EHD2/TYROBP",11
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","7/1233","30/18860",0.233333333333333,3.56907272235739,3.72446186272507,0.00269840066550699,0.0230983745718382,0.0176114945632634,"BIRC5/CDC6/NCAPH/CDCA8/SMC4/AURKB/CCNB1",7
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","7/1233","30/18860",0.233333333333333,3.56907272235739,3.72446186272507,0.00269840066550699,0.0230983745718382,0.0176114945632634,"CXCL9/CXCL10/CD53/RAPGEF3/RIPOR2/EHD2/TYROBP",7
"GO:0030865","GO:0030865","cortical cytoskeleton organization","10/1233","55/18860",0.181818181818182,2.78109562781096,3.49851370637732,0.00270479687624193,0.0230983745718382,0.0176114945632634,"IQGAP3/NCKAP1L/RAC2/FMNL3/NLGN1/LLGL2/LCP1/FMNL1/EHD2/ECT2",10
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","10/1233","55/18860",0.181818181818182,2.78109562781096,3.49851370637732,0.00270479687624193,0.0230983745718382,0.0176114945632634,"TIGIT/SLAMF6/HLA-F/HLA-B/LILRB1/HLA-A/LGALS9/CD226/LAG3/VAV1",10
"GO:0050727","GO:0050727","regulation of inflammatory response","46/1233","460/18860",0.1,1.52960259529603,3.04138763052749,0.00270957912750838,0.0231031715638332,0.0176151520586502,"MMP9/GBP5/CCL5/GATA3/ADAM8/HLA-DRB1/PIK3AP1/ZBP1/PTPRC/SLAMF8/CXCL17/FCGR1A/PTPN6/PLA2G2D/FOXP3/IL6ST/GPR17/NKG7/SIGLEC10/CCR7/ESR1/AGT/EDNRB/CST7/CCN4/SPN/NLRC3/IL10RA/GPSM3/FANCD2/LRFN5/MYD88/IL2RA/CX3CL1/USP18/S100A9/AGTR1/IGF1/S100A8/IL33/LPL/BIRC3/TLR7/MIR145/FCER1G/GBP1",46
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","8/1233","38/18860",0.210526315789474,3.2202159900969,3.62331261627834,0.00273858759413122,0.023205926455533,0.0176934981436048,"TAP1/FCGR1A/HLA-F/HLA-B/TAP2/HLA-H/HLA-A/FCER1G",8
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","8/1233","38/18860",0.210526315789474,3.2202159900969,3.62331261627834,0.00273858759413122,0.023205926455533,0.0176934981436048,"FCGR1A/FCGR3A/LCK/MYO1G/CD247/FCGR2A/VAV1/FCER1G",8
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","8/1233","38/18860",0.210526315789474,3.2202159900969,3.62331261627834,0.00273858759413122,0.023205926455533,0.0176934981436048,"FGFR2/TGFBR3/NRG1/FGF2/ERBB4/IGF1/CCNB1/AKAP6",8
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","8/1233","38/18860",0.210526315789474,3.2202159900969,3.62331261627834,0.00273858759413122,0.023205926455533,0.0176934981436048,"CCL5/JAK3/IL7R/CD74/PDCD1/PRKCQ/HSH2D/AURKB",8
"GO:0043549","GO:0043549","regulation of kinase activity","29/1233","256/18860",0.11328125,1.73275293998378,3.12195078975077,0.00275741489054244,0.0232237003440849,0.0177070499517906,"CDKN2A/DEPTOR/PKMYT1/NRG1/NLRC5/CDC25A/HLA-DRB1/LDB2/FGF2/PTPRC/SYNPO2/EZH2/CLSPN/LCP2/TPX2/CD74/AGT/CD4/MST1R/CDC6/ADAR/KIF14/CIMAP3/IGF1/WARS1/DUSP1/ECT2/CD300A/CARD10",29
"GO:0001788","GO:0001788","antibody-dependent cellular cytotoxicity","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"IGHG1/FCGR1A/FCGR3A/FCGR2A",4
"GO:0001915","GO:0001915","negative regulation of T cell mediated cytotoxicity","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"PTPRC/IL7R/LILRB1/NCKAP1L",4
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"STAT1/GPC3/OSR1/MYC",4
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"CHRDL1/NLGN1/SLC7A11/SHISA6",4
"GO:0097688","GO:0097688","glutamate receptor clustering","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"CHRDL1/NLGN1/SLC7A11/SHISA6",4
"GO:2000109","GO:2000109","regulation of macrophage apoptotic process","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"CCL5/CDKN2A/CCR5/IRF7",4
"GO:2000563","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","4/1233","10/18860",0.4,6.1184103811841,4.28184648422985,0.00277462550694766,0.0232237003440849,0.0177070499517906,"CD3E/CARD11/PRKCQ/LGALS9",4
"GO:0001823","GO:0001823","mesonephros development","15/1233","103/18860",0.145631067961165,2.2275765950913,3.30397832105286,0.00279942308059515,0.0232577913997463,0.0177330428821403,"FGFR2/GATA3/FGF10/GPC3/KIF26B/FGF2/OSR1/HS3ST3B1/AGT/ZBTB16/WNT4/PKD2/GLI3/SIX2/MYC",15
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","15/1233","103/18860",0.145631067961165,2.2275765950913,3.30397832105286,0.00279942308059515,0.0232577913997463,0.0177330428821403,"MMRN1/CCL5/CSRP1/PDGFRA/PLAUR/PTPN6/IL6ST/F11R/FERMT3/PLPP3/SLC7A11/MYL9/COMP/PRKCQ/CDHR2",15
"GO:0021987","GO:0021987","cerebral cortex development","18/1233","134/18860",0.134328358208955,2.05469005338272,3.24045806972355,0.00280932820433803,0.0232577913997463,0.0177330428821403,"NTRK2/LRP8/RELN/TACC3/PAX5/FOXP2/FAT4/PLCB1/WDR62/CNTNAP2/DIXDC1/TFAP2C/ASPM/CDON/KIF14/GLI3/CDH2/EGFR",18
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"HLA-F/HLA-B/TAP2/HLA-H/HLA-A",5
"GO:0002517","GO:0002517","T cell tolerance induction","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"LILRB4/HLA-B/FOXP3/CD3E/IL2RA",5
"GO:0033599","GO:0033599","regulation of mammary gland epithelial cell proliferation","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"GATA3/CDKN2A/IQGAP3/PYGO2/HOXA5",5
"GO:0046007","GO:0046007","negative regulation of activated T cell proliferation","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"LILRB4/LAPTM5/FOXP3/PRNP/LGALS9",5
"GO:0051782","GO:0051782","negative regulation of cell division","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"ASPM/INTU/MYC/AURKB/MIR145",5
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","5/1233","16/18860",0.3125,4.78000811030008,4.00053285520724,0.00281693746767114,0.0232577913997463,0.0177330428821403,"MMP9/STAT1/GATA3/OSR1/CD24",5
"GO:0015800","GO:0015800","acidic amino acid transport","12/1233","74/18860",0.162162162162162,2.48043664102058,3.37473901664747,0.00291851438308734,0.0240601622485243,0.0183448153597675,"NTRK2/ATP1A2/APBA1/PER2/SLC12A2/SLC7A14/KCNK2/SLC17A7/TTYH3/KCNK1/SLC7A11/KMO",12
"GO:0070252","GO:0070252","actin-mediated cell contraction","17/1233","124/18860",0.137096774193548,2.09703581613165,3.2414914223612,0.00292557444347149,0.024082096997839,0.0183615396412575,"ATP1A2/CACNA1G/SCN7A/CAV1/GSN/ACTA2/SCN2A/ANK2/KCNJ5/SCN4B/PARVA/NOS1AP/FRMD6/PLN/SCN2B/NEDD4L/SCN4A",17
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","6/1233","23/18860",0.260869565217391,3.99026763990268,3.79506987389502,0.00296676264762004,0.0243114651692696,0.0185364227825614,"TAP1/HLA-F/HLA-B/TAP2/HLA-H/HLA-A",6
"GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","6/1233","23/18860",0.260869565217391,3.99026763990268,3.79506987389502,0.00296676264762004,0.0243114651692696,0.0185364227825614,"OAS3/NLRC5/ISG15/OAS1/ADAR/USP18",6
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","6/1233","23/18860",0.260869565217391,3.99026763990268,3.79506987389502,0.00296676264762004,0.0243114651692696,0.0185364227825614,"ATP1A2/CACNA1G/ANK2/HCN2/SCN4B/SCN2B",6
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","9/1233","47/18860",0.191489361702128,2.92902624631154,3.50194809030944,0.00301998548692137,0.0246369605892811,0.0187845987224774,"CCL5/PDGFD/S100A11/LPAR1/CCN4/ITGA2/ADAMTS1/SEMA6D/IGF1",9
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","9/1233","47/18860",0.191489361702128,2.92902624631154,3.50194809030944,0.00301998548692137,0.0246369605892811,0.0187845987224774,"SASH3/FCRL3/PTPRC/CARD11/NCKAP1L/CD74/TNFRSF13C/TNFRSF4/CD38",9
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","9/1233","47/18860",0.191489361702128,2.92902624631154,3.50194809030944,0.00301998548692137,0.0246369605892811,0.0187845987224774,"SOX10/PTN/ID4/FGF2/WDR62/ASPM/CDON/GLI3/CX3CL1",9
"GO:0006956","GO:0006956","complement activation","11/1233","65/18860",0.169230769230769,2.58855823819327,3.39305047875586,0.00305360070455772,0.0248741224058765,0.0189654241753938,"IGHG1/CFD/IGHG3/CR2/IGHG4/MASP1/C1QC/C1QB/C1QA/CFB/C8G",11
"GO:0001666","GO:0001666","response to hypoxia","34/1233","317/18860",0.107255520504732,1.64058322523864,3.04205358652197,0.00310889843316632,0.0252869391131537,0.0192801787557746,"FGFR2/TGFBR3/CAV1/UCP2/E2F1/ASCL2/ADAM8/STC2/INHBA/CXCR4/KCNK2/SCN2A/PLAT/CBS/SLC2A4/CYBB/ANGPT4/CRYAB/ITGA2/IRAK1/AQP1/S100B/CD24/CYBA/CXCL12/SOD3/CD38/LCN2/MYC/CCNB1/PLAU/TRPC6/WTIP/MIR145",34
