"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","26/1233","134/18860",0.194029850746269,2.96788563266393,6.0461847138942,4.85958319269476e-07,2.01525442400084e-05,1.53654285159767e-05,"ATP1A2/CXCL9/DMD/CXCL10/CXCR3/GSTM2/RYR3/FGF2/PTPRC/CCR5/PTPN6/LCK/CD19/CORO1A/PLCB1/CCR7/JPH2/PKD2/ANK2/P2RY6/CX3CL1/TRPC1/CYBA/PLN/PLCH1/AKAP6",26
"GO:0042100","GO:0042100","B cell proliferation","21/1233","94/18860",0.223404255319149,3.41719728736346,6.21357915649568,5.37742344270793e-07,2.213234280104e-05,1.68749378316873e-05,"CDKN2A/SASH3/IKZF3/FCRL3/CR2/PTPRC/IL7R/CD19/CARD11/LEF1/NCKAP1L/CTLA4/CD74/MS4A1/TNFRSF13C/TNFRSF4/CD38/VAV1/TYROBP/CD300A/CD79A",21
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","28/1233","152/18860",0.184210526315789,2.81768899133478,5.95085484029905,5.46287443819427e-07,2.23056620021004e-05,1.70070860985574e-05,"PTN/CCL5/CXCL10/LYVE1/PIK3R1/ASCL2/ADAM8/PDGFD/CXCL17/CORO1A/JAM2/CCR7/NCKAP1L/CD74/RAC2/SLAMF1/SPN/CCL4/ITGA2/GPSM3/ICAM1/LGALS9/CX3CL1/CXCL12/JAM3/RIPOR2/C5AR1/ITGA4",28
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","19/1233","79/18860",0.240506329113924,3.67879105197778,6.31022282458857,5.54026956062709e-07,2.23056620021004e-05,1.70070860985574e-05,"LILRB4/CDKN2A/IL4I1/LAPTM5/HLA-DRB1/PTPN6/PLA2G2D/FOXP3/LILRB1/CTLA4/DLG5/CD80/SPN/PRNP/LGALS9/IL2RA/CD86/RIPOR2/CD37",19
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","22/1233","102/18860",0.215686274509804,3.29914285259927,6.1577838821699,5.54177937940382e-07,2.23056620021004e-05,1.70070860985574e-05,"CXCL9/CCL5/CXCL10/CXCR3/CAV1/ADCYAP1R1/CD19/MYLK/MS4A1/P2RX5/CD4/JPH2/CCL4/ANK2/P2RY6/CX3CL1/BAK1/TRPC1/CXCL12/TRPC6/AKAP6/G6PD",22
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","18/1233","72/18860",0.25,3.82400648824007,6.34955557792344,5.91744798150786e-07,2.36438760954555e-05,1.80274154795841e-05,"HLA-DRB1/TAP1/HLA-DOA/FCGR1A/HLA-F/HLA-B/HLA-DPA1/HLA-DRA/TAP2/CTSS/CD74/HLA-DPB1/HLA-H/CTSF/HLA-A/HLA-DMB/CTSD/FCER1G",18
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","13/1233","39/18860",0.333333333333333,5.09867531765342,6.77651086357249,6.12526246226868e-07,2.42717320819119e-05,1.85061280512241e-05,"LILRB4/IL4I1/HLA-DRB1/IRF1/FOXP3/HLA-DRA/LCK/CTLA4/IL2RG/SOCS1/FANCD2/LGALS9/LAG3",13
"GO:0010959","GO:0010959","regulation of metal ion transport","51/1233","377/18860",0.135278514588859,2.06922367002911,5.54631682113449,6.16326408364221e-07,2.42717320819119e-05,1.85061280512241e-05,"ATP1A2/CXCL9/DMD/CCL5/CXCL10/FHL1/CXCR3/GSTM2/FCRL3/CAV1/UCP2/STC2/OSR1/ADCYAP1R1/PTPN6/CD19/MYLK/CORO1A/LILRB1/KCNAB1/PER1/CD84/AGT/MS4A1/P2RX5/CD4/JPH2/CNKSR3/CCL4/PKD2/ANK2/PRNP/KCNG3/P2RY6/CX3CL1/BAK1/TRPC1/SCN4B/CYBA/CXCL12/LCN2/FXYD5/WNK4/NOS1AP/ATP1B2/TRPC6/PLN/AKAP6/G6PD/SCN2B/NEDD4L",51
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","24/1233","119/18860",0.201680672268908,3.08491279723568,6.03415777833918,6.35940814363241e-07,2.48652858416027e-05,1.89586866838365e-05,"PKMYT1/KNL1/BIRC5/CCDC8/CENPF/HASPIN/UBE2C/PLK1/CDC20/ESPL1/TRIP13/CDCA2/MAD2L2/BUB1B/CAV2/BUB1/CDCA8/NDC80/IGF1/AURKB/GEN1/DUSP1/CCNB1/MKI67",24
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","26/1233","136/18860",0.191176470588235,2.92424025571299,5.95636221886366,6.55759074843091e-07,2.54583345793694e-05,1.94108602594465e-05,"ATP1A2/CXCL9/DMD/CXCL10/CXCR3/GSTM2/RYR3/FGF2/PTPRC/CCR5/PTPN6/LCK/CD19/CORO1A/PLCB1/CCR7/JPH2/PKD2/ANK2/P2RY6/CX3CL1/TRPC1/CYBA/PLN/PLCH1/AKAP6",26
"GO:0032703","GO:0032703","negative regulation of interleukin-2 production","11/1233","28/18860",0.392857142857143,6.00915305294867,7.01530828733165,6.80128844746735e-07,2.62184880010115e-05,1.99904438059363e-05,"LILRB4/GATA3/LAPTM5/NAV3/PTPRC/FOXP3/GPR174/PRNP/CD34/LAG3/GBP1",11
"GO:0019882","GO:0019882","antigen processing and presentation","24/1233","120/18860",0.2,3.05920519059205,5.98490305966684,7.46337992418374e-07,2.85696095839033e-05,2.17830705921152e-05,"HLA-DRB1/TAP1/HLA-DOA/FCGR1A/HLA-F/HLA-B/HLA-DPA1/HLA-DRA/TAP2/CTSS/CCR7/WDFY4/CD74/HLA-DPB1/HLA-H/CST7/CD8A/CTSF/HLA-A/ICAM1/HLA-DMB/PSMB8/CTSD/FCER1G",24
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","21/1233","96/18860",0.21875,3.34600567721006,6.09471819130754,7.79320474520663e-07,2.96250019272646e-05,2.25877608294914e-05,"TACC3/MAP3K20/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/BUB1/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",21
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","35/1233","220/18860",0.159090909090909,2.43345867433459,5.65620615086657,8.83984626464794e-07,3.33719437604709e-05,2.54446391574077e-05,"LILRB4/CDKN2A/IL4I1/LAPTM5/TIGIT/ASCL2/HLA-DRB1/JAK3/IRF1/PTPN6/PLA2G2D/FOXP3/LILRB1/CTLA4/CD74/CSK/DLG5/RUNX3/CD80/SPN/SOCS1/PDCD1/MAD2L2/LAX1/PRNP/LGALS9/IL2RA/CD86/GLI3/CXCL12/LAG3/FXYD5/RIPOR2/CD37/CD300A",35
"GO:0033077","GO:0033077","T cell differentiation in thymus","20/1233","89/18860",0.224719101123595,3.43730920291242,6.09555975591836,9.02586197999848e-07,3.38408003277477e-05,2.58021216659654e-05,"GATA3/CDKN2A/CD3D/ADAM8/ZAP70/PTPRC/IL7R/TNFRSF9/FOXP3/CD3E/CARD11/CCR7/CD74/IL2RG/SPN/WNT4/CAMK4/DOCK2/GLI3/CD3G",20
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","18/1233","74/18860",0.243243243243243,3.72065496153087,6.20188679144297,9.15995757453721e-07,3.41099372537529e-05,2.60073267332904e-05,"LILRB4/LAPTM5/FCRL3/FCMR/PTPRC/PTPN6/SLA2/LCK/CD19/CARD11/UBASH3A/CCR7/CSK/LPXN/PRNP/CD226/CD300A/GBP1",18
"GO:0051924","GO:0051924","regulation of calcium ion transport","37/1233","240/18860",0.154166666666667,2.35813733441471,5.60029799554112,9.57010104228101e-07,3.53964412874637e-05,2.69882294684525e-05,"ATP1A2/CXCL9/DMD/CCL5/CXCL10/CXCR3/GSTM2/FCRL3/CAV1/UCP2/STC2/ADCYAP1R1/PTPN6/CD19/MYLK/CORO1A/LILRB1/CD84/MS4A1/P2RX5/CD4/JPH2/CCL4/PKD2/ANK2/PRNP/P2RY6/CX3CL1/BAK1/TRPC1/CYBA/CXCL12/NOS1AP/TRPC6/PLN/AKAP6/G6PD",37
"GO:0072676","GO:0072676","lymphocyte migration","23/1233","114/18860",0.201754385964912,3.08604032384286,5.90843530918321,1.07548161769366e-06,3.93398856868975e-05,2.99949323593925e-05,"CCL5/CXCL10/GATA3/CXCR3/ASCL2/ADAM8/ZAP70/CORO1A/JAM2/ITGAL/MYO1G/SLC12A2/CCR7/F11R/SPN/CCL4/ICAM1/LGALS9/CX3CL1/STK10/CXCL12/RIPOR2/ITGA4",23
"GO:0042552","GO:0042552","myelination","28/1233","157/18860",0.178343949044586,2.72795367313941,5.75013379887277,1.07800198265156e-06,3.93398856868975e-05,2.99949323593925e-05,"NTRK2/SOX10/PTN/ID4/NTRK3/PTPRZ1/TYMP/PRX/ITGAX/JAM2/CXCR4/GPM6B/HYCC1/LPAR1/SCN2A/TMEM98/PLP1/CST7/WASF3/MPZ/PMP22/ANK2/KIF14/S100B/LGI4/IGF1/JAM3/ABCD1",28
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","57/1233","449/18860",0.126948775055679,1.94181175794818,5.34195537622449,1.12190620840943e-06,4.06709575154519e-05,3.10098160776814e-05,"ATP1A2/MMP9/CXCL9/DMD/CCL5/CXCL10/FHL1/CXCR3/GSTM2/FCRL3/CAV1/UCP2/STC2/OSR1/ADCYAP1R1/PTPN6/CD19/MYLK/CORO1A/LILRB1/KCNAB1/PER1/CTSS/AHNAK/CD84/AGT/MS4A1/P2RX5/CD4/JPH2/CNKSR3/CCL4/PKD2/SLC26A5/ANK2/PRNP/KCNG3/KCNJ5/P2RY6/CX3CL1/BAK1/TRPC1/SCN4B/CYBA/CXCL12/TCIRG1/LCN2/FXYD5/WNK4/NOS1AP/ATP1B2/TRPC6/PLN/AKAP6/G6PD/SCN2B/NEDD4L",57
"GO:0051208","GO:0051208","sequestering of calcium ion","26/1233","140/18860",0.185714285714286,2.84069053412119,5.78154008229978,1.16999047414065e-06,4.21350516805654e-05,3.21261234762306e-05,"ATP1A2/CXCL9/DMD/CXCL10/CXCR3/GSTM2/RYR3/FGF2/PTPRC/CCR5/PTPN6/LCK/CD19/CORO1A/PLCB1/CCR7/JPH2/PKD2/ANK2/P2RY6/CX3CL1/TRPC1/CYBA/PLN/PLCH1/AKAP6",26
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","16/1233","61/18860",0.262295081967213,4.01207238110433,6.23181588295162,1.24193178323349e-06,4.44335593556872e-05,3.38786344721073e-05,"CXCL9/CXCL10/CXCR3/CAV1/ADCYAP1R1/CD19/MS4A1/P2RX5/CD4/JPH2/P2RY6/CX3CL1/BAK1/TRPC1/AKAP6/G6PD",16
"GO:0002685","GO:0002685","regulation of leukocyte migration","36/1233","233/18860",0.15450643776824,2.36333448200244,5.53809738978055,1.26709149859514e-06,4.50393432682454e-05,3.4340518058303e-05,"PTN/CCL5/CXCL10/LYVE1/CXCR3/PIK3R1/ASCL2/ADAM8/PDGFD/SLAMF8/CXCL17/CORO1A/JAM2/PLCB1/CCR7/NCKAP1L/CD74/RAC2/SLAMF1/SPN/CCL4/ITGA2/GPSM3/MYD88/ICAM1/LGALS9/CX3CL1/STK10/CXCL12/JAM3/RIPOR2/IL33/DUSP1/C5AR1/CD300A/ITGA4",36
"GO:0050920","GO:0050920","regulation of chemotaxis","34/1233","214/18860",0.158878504672897,2.43020973084415,5.56500349719749,1.30082076281272e-06,4.59399539073343e-05,3.50271940546854e-05,"PTN/CCL5/CXCL10/FGF10/CXCR3/NTRK3/PDGFD/FGF2/PDGFRA/SLAMF8/CXCL17/SEMA5A/PTPRO/CCR7/NCKAP1L/LPAR1/SMOC2/CD74/RAC2/SLAMF1/CCL4/ITGA2/CYRIB/GPSM3/PLXNA3/PLXNA4/LGALS9/ADGRA2/CXCL12/JAM3/RIPOR2/NTF3/DUSP1/C5AR1",34
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","22/1233","107/18860",0.205607476635514,3.14497729873949,5.88478876661751,1.31144601289524e-06,4.60183043242855e-05,3.50869328011446e-05,"TACC3/MAP3K20/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/BUB1/RMI2/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",22
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","21/1233","99/18860",0.212121212121212,3.24461156577945,5.92219179473966,1.33089489571026e-06,4.62972236128463e-05,3.52995964896132e-05,"TACC3/MAP3K20/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/BUB1/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",21
"GO:0010001","GO:0010001","glial cell differentiation","39/1233","263/18860",0.14828897338403,2.26823198541996,5.4778078886686,1.33631007139746e-06,4.62972236128463e-05,3.52995964896132e-05,"NTRK2/SOX10/PTN/SOX11/FGF10/RELN/ID4/NTRK3/ANO1/PTPRZ1/FGF2/DAAM2/PRX/IL6ST/GPR17/CXCR4/GPM6B/LEF1/LPAR1/CSK/ROR1/TMEM98/DLG5/PLP1/PLPP3/WASF3/LAMA2/KLF15/MYD88/S100B/GLI3/CDH2/C1QA/S100A9/NFIB/LGI4/IGF1/S100A8/C5AR1",39
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","26/1233","141/18860",0.184397163120567,2.82054379274444,5.73879922157553,1.34668569604525e-06,4.63632547179352e-05,3.53499423026773e-05,"LILRB4/GATA3/IL4I1/SASH3/ADAM8/HLA-DRB1/ZAP70/PTPRC/IL12RB1/IL7R/FOXP3/HLA-DRA/LCK/LEF1/NCKAP1L/CD74/IL2RG/RUNX3/CD80/ZBTB16/SOCS1/CD83/LGALS9/IL2RA/CD86/GLI3",26
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","20/1233","92/18860",0.217391304347826,3.32522303325223,5.91290905040205,1.57476663177493e-06,5.38767033895997e-05,4.1078616414392e-05,"MAP3K20/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/BUB1/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",20
"GO:0051983","GO:0051983","regulation of chromosome segregation","25/1233","134/18860",0.186567164179104,2.85373618525378,5.69546888337287,1.71128064744646e-06,5.80262618814483e-05,4.42424722342831e-05,"TACC3/MAP3K20/KIF2C/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/NCAPH/BUB1/RMI2/CDCA8/SMC4/NDC80/AURKB/GEN1/DUSP1/CCNB1",25
"GO:0051960","GO:0051960","regulation of nervous system development","58/1233","466/18860",0.124463519313305,1.90379722161308,5.2248946179455,1.71725510135086e-06,5.80262618814483e-05,4.42424722342831e-05,"NTRK2/SOX10/PTN/SPP1/SOX11/LRP8/RELN/KIT/ID4/E2F1/ASCL2/NTRK3/SEMA3G/PTPRZ1/TYMP/FGF2/DAAM2/SPART/SYNDIG1/SEMA5A/ITGAX/IL6ST/PER2/LRP2/JAM2/CXCR4/TRIM11/EZH2/LEF1/TRIM46/LRRC15/SKIL/WDR62/TMEM98/DLG5/CST7/NLGN1/WASF3/ASPM/CDON/SEMA6D/CDH4/PLXNA3/KIF14/S100B/AMIGO2/MME/GLI3/CX3CL1/RTN4R/IDH2/PTPN13/ARHGAP4/CXCL12/LGI4/IGF1/TRPC6/ELAPOR2",58
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","23/1233","117/18860",0.196581196581197,3.00691108476997,5.7590808603829,1.72791699655594e-06,5.80283290745229e-05,4.42440483780712e-05,"OAS3/PIK3R1/OAS2/SASH3/ADAM8/PTPRC/OAS1/FCGR1A/CD2/FCGR3A/AKAP12/CYBB/SPN/MYD88/ZBTB20/LGALS9/CD86/CYBA/IL33/LPL/FCGR2A/TYROBP/FCER1G",23
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","19/1233","85/18860",0.223529411764706,3.41911168360288,5.91189994498187,1.83218956829766e-06,6.11549127857402e-05,4.66279309261889e-05,"PIK3R1/TIGIT/GZMB/CD2/SLAMF6/HLA-F/PTPN6/HLA-B/FCGR3A/CORO1A/NKG7/LILRB1/SLAMF7/HLA-A/LGALS9/CD226/UNC13D/LAG3/VAV1",19
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","21/1233","101/18860",0.207920792079208,3.18036183180362,5.81080206768332,1.87600190079457e-06,6.2237784272421e-05,4.74535728015979e-05,"TIGIT/HLA-DRB1/PTPRC/IL12RB1/IL7R/SLAMF6/HLA-F/HLA-B/HLA-DRA/LILRB1/TAP2/NCKAP1L/HLA-H/CYRIB/HLA-A/ICAM1/LGALS9/CD226/LAG3/VAV1/TYROBP",21
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","38/1233","257/18860",0.147859922178988,2.26166920705249,5.38607303957108,1.95403809892494e-06,6.43262163000069e-05,4.90459103570039e-05,"MMP9/LILRB4/GATA3/PIK3R1/GPC3/KIT/UCP2/HLA-DRB1/INHBA/TF/LILRB1/LEF1/CCR7/CD74/P2RX5/CD4/SPIB/BATF2/CCN4/SOCS1/CAMK4/C1QC/PRDM16/MYD88/SNX10/CD101/PARP1/IRF7/LRRC17/TCIRG1/MYC/IRF4/IL33/DIAPH3/JUN/MIR145/TYROBP/FCER1G",38
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","44/1233","318/18860",0.138364779874214,2.11643126393161,5.31029842086629,1.96245489990887e-06,6.43262163000069e-05,4.90459103570039e-05,"ATP1A2/MMP9/CXCL9/DMD/CXCL10/FHL1/CXCR3/GSTM2/CAV1/UCP2/OSR1/ADCYAP1R1/PTPN6/CD19/CORO1A/KCNAB1/CTSS/AHNAK/AGT/MS4A1/P2RX5/CD4/JPH2/SLC26A5/ANK2/PRNP/KCNG3/KCNJ5/P2RY6/CX3CL1/BAK1/TRPC1/CYBA/TCIRG1/LCN2/FXYD5/WNK4/NOS1AP/ATP1B2/TRPC6/PLN/AKAP6/G6PD/NEDD4L",44
"GO:0010721","GO:0010721","negative regulation of cell development","41/1233","288/18860",0.142361111111111,2.17755925024781,5.32600219462665,2.1032105326272e-06,6.81241092047415e-05,5.19416366357326e-05,"SOX10/PTN/SPP1/SOX11/LILRB4/CDKN2A/PIK3R1/ID4/ASCL2/NTRK3/SEMA3G/HMGB3/JAK3/IRF1/DAAM2/SPART/INHBA/SEMA5A/FOXP3/LILRB1/TRIM11/TRIM46/CTLA4/CD74/EDNRB/TMEM98/RUNX3/SOCS1/SEMA6D/C1QC/PRDM16/PLXNA3/GLI3/RTN4R/IDH2/LRRC17/ARHGAP4/LAG3/MYC/IGF1/TRPC6",41
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","41/1233","288/18860",0.142361111111111,2.17755925024781,5.32600219462665,2.1032105326272e-06,6.81241092047415e-05,5.19416366357326e-05,"ATP1A2/MMP9/CXCL9/DMD/CXCL10/FHL1/CXCR3/GSTM2/CAV1/UCP2/OSR1/ADCYAP1R1/PTPN6/CD19/CORO1A/KCNAB1/CTSS/AHNAK/AGT/MS4A1/P2RX5/CD4/JPH2/ANK2/PRNP/KCNG3/P2RY6/CX3CL1/BAK1/TRPC1/CYBA/TCIRG1/LCN2/FXYD5/WNK4/NOS1AP/ATP1B2/PLN/AKAP6/G6PD/NEDD4L",41
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","11/1233","31/18860",0.354838709677419,5.42762211234074,6.52513397682236,2.23472244760242e-06,7.19580628127978e-05,5.48648576145113e-05,"HLA-DRB1/HLA-DOA/HLA-DPA1/HLA-DRA/CTSS/CD74/HLA-DPB1/CTSF/HLA-DMB/CTSD/FCER1G",11
"GO:0002710","GO:0002710","negative regulation of T cell mediated immunity","12/1233","37/18860",0.324324324324324,4.96087328204116,6.37821354808867,2.31457816309082e-06,7.40639341139546e-05,5.64704918488991e-05,"LILRB4/IL4I1/PTPRC/IL7R/HLA-F/FOXP3/LILRB1/NCKAP1L/SLAMF1/CD80/SPN/PDCD1",12
"GO:0050921","GO:0050921","positive regulation of chemotaxis","26/1233","145/18860",0.179310344827586,2.74273568811701,5.57150181783638,2.32718243836321e-06,7.40639341139546e-05,5.64704918488991e-05,"PTN/CCL5/CXCL10/FGF10/CXCR3/NTRK3/PDGFD/FGF2/PDGFRA/CXCL17/SEMA5A/CCR7/NCKAP1L/LPAR1/SMOC2/CD74/RAC2/SLAMF1/CCL4/ITGA2/GPSM3/LGALS9/CXCL12/RIPOR2/NTF3/C5AR1",26
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","31/1233","191/18860",0.162303664921466,2.48260107089931,5.44668339787846,2.3832939086729e-06,7.54112766247137e-05,5.74977812466569e-05,"CXCL9/CXCL10/FHL1/CXCR3/PIK3R1/GPC3/SORBS1/IRS1/CAV1/ADCYAP1R1/CD19/CTSS/MS4A1/P2RX5/CD4/JPH2/SLC26A6/KLF15/ANK2/P2RY6/CX3CL1/BAK1/TRPC1/LCN2/IGF1/FXYD5/NOS1AP/ATP1B2/TRPC6/AKAP6/G6PD",31
"GO:0031295","GO:0031295","T cell costimulation","14/1233","50/18860",0.28,4.28288726682887,6.1474957923725,2.44919001921564e-06,7.70509549723358e-05,5.87479638607987e-05,"LILRB4/CAV1/PTPN6/LCK/CD3E/CARD11/CCR7/CSK/TNFRSF13C/CD80/SPN/CD24/CD86/VAV1",14
"GO:0051784","GO:0051784","negative regulation of nuclear division","16/1233","64/18860",0.25,3.82400648824007,5.98514429620346,2.4833363641978e-06,7.76787614721073e-05,5.92266387010183e-05,"KNL1/BIRC5/CENPF/HASPIN/PLK1/CDC20/TRIP13/MAD2L2/BUB1B/BUB1/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",16
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","32/1233","201/18860",0.159203980099502,2.43518821141656,5.41021309324217,2.5260721726302e-06,7.81227066269927e-05,5.95651273534269e-05,"LILRB4/OAS3/PIK3R1/OAS2/SASH3/CIDEA/ADAM8/PTPRC/OAS1/FCGR1A/CD2/PTPN6/FOXP3/FCGR3A/LILRB1/AKAP12/SLAMF1/CYBB/SPN/NLRC3/MYD88/ZBTB20/LGALS9/CD86/CX3CL1/CYBA/IGF1/IL33/LPL/FCGR2A/TYROBP/FCER1G",32
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","32/1233","201/18860",0.159203980099502,2.43518821141656,5.41021309324217,2.5260721726302e-06,7.81227066269927e-05,5.95651273534269e-05,"LILRB4/OAS3/PIK3R1/OAS2/SASH3/CIDEA/ADAM8/PTPRC/OAS1/FCGR1A/CD2/PTPN6/FOXP3/FCGR3A/LILRB1/AKAP12/SLAMF1/CYBB/SPN/NLRC3/MYD88/ZBTB20/LGALS9/CD86/CX3CL1/CYBA/IGF1/IL33/LPL/FCGR2A/TYROBP/FCER1G",32
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","15/1233","57/18860",0.263157894736842,4.02526998762112,6.0497810897405,2.54420001618093e-06,7.82412971268226e-05,5.96555473930065e-05,"FGF10/E2F1/PDGFD/PDGFRA/ESR1/CD74/AGT/CDC6/AQP1/PDGFA/EGFR/MYC/IGF1/CCNB1/JUN",15
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","57/1233","461/18860",0.123644251626898,1.89126568181938,5.124036369492,2.59277494369031e-06,7.92896650377697e-05,6.04548818096565e-05,"FGF10/CDKN2A/FHL1/PKMYT1/TACC3/MAP3K20/ID4/E2F1/CDC25A/KNL1/BIRC5/INHBA/PTPN6/CENPF/PLCB1/STIL/EZH2/FOXM1/RRM2/CLSPN/IQGAP3/HASPIN/CDC25B/UBE2C/PLK1/CDC6/DTL/CDC20/ESPL1/TRIP13/PKD2/ADAMTS1/MAD2L2/ZC3H12D/BUB1B/KIF14/CCNO/CDC7/BCAT1/BUB1/CDCA8/NDC80/EGFR/CCNF/PLK5/NFIB/MYC/AURKB/GEN1/CCNB2/DUSP1/CCNB1/CCNG2/GPR132/E2F3/MUC1/DACT1",57
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","20/1233","95/18860",0.210526315789474,3.2202159900969,5.73765473239447,2.67500460407687e-06,8.13498622373154e-05,6.20256915506712e-05,"MAP3K20/KNL1/BIRC5/CENPF/HASPIN/UBE2C/PLK1/CDC6/CDC20/ESPL1/TRIP13/MAD2L2/BUB1B/BUB1/CDCA8/NDC80/AURKB/GEN1/DUSP1/CCNB1",20
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","32/1233","202/18860",0.158415841584158,2.42313282423133,5.37824079170913,2.81706443420325e-06,8.51967442697714e-05,6.49587698843612e-05,"CD7/LILRB4/GATA3/LAPTM5/SASH3/FCRL3/KIT/JAK3/PTPRC/RSAD2/HLA-F/FOXP3/LILRB1/IRF5/CALHM6/CD74/BST2/IL2RG/SLAMF1/CD96/MAD2L2/HLA-A/MYD88/CD86/CD226/SECTM1/TNFRSF4/IL33/CGAS/TLR7/CD37/FCER1G",32
"GO:0032689","GO:0032689","negative regulation of type II interferon production","13/1233","44/18860",0.295454545454545,4.5192803951928,6.18113490852235,2.8797315981508e-06,8.66134657597662e-05,6.60389577019543e-05,"LILRB4/GATA3/LAPTM5/HLA-DRB1/INHBA/FOXP3/LILRB1/SLAMF1/CD96/PRNP/LGALS9/IL33/ZNF683",13
"GO:0031341","GO:0031341","regulation of cell killing","22/1233","112/18860",0.196428571428571,3.00457652647434,5.62737485516536,2.92370716464439e-06,8.74555902691988e-05,6.66810405971527e-05,"TIGIT/HLA-DRB1/PTPRC/IL12RB1/IL7R/SLAMF6/HLA-F/HLA-B/HLA-DRA/LILRB1/TAP2/PRF1/NCKAP1L/HLA-H/CYRIB/HLA-A/ICAM1/LGALS9/CD226/LAG3/VAV1/TYROBP",22
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","25/1233","138/18860",0.181159420289855,2.77101919437686,5.52253347654893,2.9867773172711e-06,8.88566251888152e-05,6.77492680948507e-05,"CD7/GATA3/SASH3/HLA-DRB1/PTPRC/IL12RB1/FCGR1A/RSAD2/HLA-F/HLA-B/FOXP3/HLA-DRA/IL6ST/TAP2/CD4/SLAMF1/HLA-H/SKAP1/CYRIB/MAD2L2/HLA-A/PRKCQ/CD226/SECTM1/FCER1G",25
"GO:0051783","GO:0051783","regulation of nuclear division","26/1233","147/18860",0.17687074829932,2.7054195563059,5.48996864011891,3.03175671015107e-06,8.97072228722539e-05,6.83978114125121e-05,"PKMYT1/KNL1/BIRC5/CCDC8/CENPF/PLCB1/HASPIN/UBE2C/PLK1/CDC20/WNT4/ESPL1/TRIP13/CDCA2/MAD2L2/BUB1B/CAV2/BUB1/CDCA8/NDC80/IGF1/AURKB/GEN1/DUSP1/CCNB1/MKI67",26
"GO:0031294","GO:0031294","lymphocyte costimulation","14/1233","51/18860",0.274509803921569,4.19890908512635,6.05000590417805,3.1741452613915e-06,9.3415436348694e-05,7.12251610719712e-05,"LILRB4/CAV1/PTPN6/LCK/CD3E/CARD11/CCR7/CSK/TNFRSF13C/CD80/SPN/CD24/CD86/VAV1",14
