"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","symbol"
"ENSG00000188820",16.0498194820972,3.34575093206213,1.01829831611434,5.45197358291744e-05,0.00199673330209482,"ENSG00000188820","CALHM6"
"ENSG00000140092",386.21387209196,-1.62878358992912,0.483909433216793,5.47361820835765e-05,0.00200027810017352,"ENSG00000140092","FBLN5"
"ENSG00000184207",131.790253634192,1.50384206973685,0.441160311624221,5.48249846642318e-05,0.00200027810017352,"ENSG00000184207","PGP"
"ENSG00000148180",3185.16530985826,-1.25132337710058,0.359895656472003,5.51265815655829e-05,0.00200746532604384,"ENSG00000148180","GSN"
"ENSG00000166408",11.7430295903108,-5.01205761818783,1.56214693030306,5.63293899559576e-05,0.00204738129288785,"ENSG00000166408","OR5P1P"
"ENSG00000169418",94.4561404043302,-1.58443934919147,0.471128828512807,5.80932951469889e-05,0.0020967050707175,"ENSG00000169418","NPR1"
"ENSG00000206384",141.760345759977,-2.6258345075692,0.820771605297409,5.81234483675529e-05,0.0020967050707175,"ENSG00000206384","COL6A6"
"ENSG00000151490",37.2714039927904,2.37155273188331,0.728193541148085,5.78336052215971e-05,0.0020967050707175,"ENSG00000151490","PTPRO"
"ENSG00000286288",33.5063206170799,-2.88299043249554,0.898779148704695,5.8093603571989e-05,0.0020967050707175,"ENSG00000286288","LOC100289473"
"ENSG00000228838",14.5548608567843,2.72320795428746,0.828184404941926,5.85485517895652e-05,0.00210109298451861,"ENSG00000228838",NA
"ENSG00000270094",40.1921132829618,1.67863072490055,0.500012508701573,5.85735369036245e-05,0.00210109298451861,"ENSG00000270094","TRIM11-AS1"
"ENSG00000134533",63.4767090120632,-2.36221753380813,0.731207501376833,5.84665826248692e-05,0.00210109298451861,"ENSG00000134533","RERG"
"ENSG00000117122",92.5180977069014,1.66354509820554,0.496600765156527,5.87844058946486e-05,0.00210472301030635,"ENSG00000117122","MFAP2"
"ENSG00000225855",280.915854433884,1.38224732900045,0.40396013800137,5.90639784156433e-05,0.00211079480404955,"ENSG00000225855","RUSC1-AS1"
"ENSG00000133063",28.305864201417,2.54650388314772,0.786721142892359,5.9706185605913e-05,0.00212588830182332,"ENSG00000133063","CHIT1"
"ENSG00000126218",24.4986019231082,-2.22415256553996,0.677792353611979,5.97078732052925e-05,0.00212588830182332,"ENSG00000126218","F10"
"ENSG00000138119",812.150664848653,-1.23574281410705,0.357585580672033,6.04863809456581e-05,0.00214961877171875,"ENSG00000138119","MYOF"
"ENSG00000183856",300.735440497631,2.84831224475238,0.898357371270536,6.18021839590221e-05,0.00219232109493086,"ENSG00000183856","IQGAP3"
"ENSG00000066294",223.94500643523,1.50647920576865,0.446974859580539,6.22658152694138e-05,0.0022046923631648,"ENSG00000066294","CD84"
"ENSG00000126353",85.3699361878509,2.71093807741732,0.852083579386208,6.26332796713026e-05,0.00221361928208466,"ENSG00000126353","CCR7"
"ENSG00000091831",267.067339757336,-1.92585534751661,0.590352979275434,6.31893627190322e-05,0.00222507717420357,"ENSG00000091831","ESR1"
"ENSG00000123338",332.650484342976,1.41804257376157,0.418089926888997,6.30888706483597e-05,0.00222507717420357,"ENSG00000123338","NCKAP1L"
"ENSG00000163599",24.4150317532253,2.22132764110372,0.681001934038314,6.35349559677092e-05,0.00222906643505723,"ENSG00000163599","CTLA4"
"ENSG00000104888",16.5444589094927,-2.45524968379078,0.746325980924707,6.35304299792069e-05,0.00222906643505723,"ENSG00000104888","SLC17A7"
"ENSG00000281103",27.5858432271384,1.88569957635507,0.571470965289086,6.37489435679897e-05,0.00223249265695856,"ENSG00000281103","TRG-AS1"
"ENSG00000230490",21.3304707265779,-2.11432052609016,0.642537327022764,6.39257245303616e-05,0.00223460579137007,"ENSG00000230490",NA
"ENSG00000126882",138.236377231709,1.81467485536686,0.551494404696254,6.51301086440851e-05,0.00226433317932724,"ENSG00000126882","FAM78A"
"ENSG00000182334",12.6345037133834,-4.37941754910092,1.24501851441164,6.51153341912157e-05,0.00226433317932724,"ENSG00000182334","OR5P3"
"ENSG00000276070",36.5894573445759,3.00659044579628,0.951177249988622,6.49687758366979e-05,0.00226433317932724,"ENSG00000276070","CCL4L2"
"ENSG00000160688",167.656675603835,1.31720572751358,0.386082804165728,6.59027788949513e-05,0.00228705285673239,"ENSG00000160688","FLAD1"
"ENSG00000106785",349.427135799589,1.24225309708562,0.361949105055385,6.74536432106791e-05,0.00233664777410856,"ENSG00000106785","TRIM14"
"ENSG00000171161",225.946298737522,1.21063843206526,0.351624975835638,6.75855676535246e-05,0.00233699933124106,"ENSG00000171161","ZNF672"
"ENSG00000074370",555.72901766841,1.55133659261453,0.465383714649631,6.78257420468485e-05,0.00234108599931847,"ENSG00000074370","ATP2A3"
"ENSG00000198121",214.084052919926,-1.68913246145975,0.513445991777636,6.81028067419607e-05,0.00234642902008073,"ENSG00000198121","LPAR1"
"ENSG00000124749",26.1306932235607,-2.11940459067196,0.6515751023276,6.89306576041288e-05,0.00237069578867533,"ENSG00000124749","COL21A1"
"ENSG00000177363",29.1125028737759,-2.00292521392754,0.616058710009753,6.93406175242943e-05,0.00238052914294943,"ENSG00000177363","LRRN4CL"
"ENSG00000094963",153.86433998331,-2.70489882765558,0.864209566242436,6.95883605810545e-05,0.00238110411338864,"ENSG00000094963","FMO2"
"ENSG00000279694",32.3625587843517,-3.33071336015226,1.06345701698185,6.96226373205088e-05,0.00238110411338864,"ENSG00000279694",NA
